loop_depth,is_innermost,has_parent_loop,num_subloops,num_basic_blocks,num_exiting_blocks,num_instructions,num_phi_nodes,num_terminator_instructions,num_loads,num_stores,num_forward_contiguous_loads,num_reverse_contiguous_loads,num_strided_loads,num_unknown_loads,num_forward_contiguous_stores,num_reverse_contiguous_stores,num_strided_stores,num_unknown_stores,num_integer_ops,num_float_ops,has_reduction,num_reductions,num_branches,num_conditional_branches,num_calls,trip_count_known,trip_count,max_trip_count_known,max_trip_count,memory_op_ratio,control_overhead_ratio,arithmetic_intensity,vf,if,benchmark,loop_id,profitable
2,1,1,0,1,1,9,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1400,1,1400,0.2222222,0.1111111,1.0,4,2,covariance,6,0
2,1,1,0,1,1,9,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1400,1,1400,0.2222222,0.1111111,1.0,4,4,covariance,6,0
2,1,1,0,1,1,9,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1400,1,1400,0.2222222,0.1111111,1.0,8,1,covariance,6,0
2,1,1,0,1,1,9,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1400,1,1400,0.2222222,0.1111111,1.0,8,2,covariance,6,0
2,1,1,0,1,1,9,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1400,1,1400,0.2222222,0.1111111,1.0,8,4,covariance,6,0
2,1,1,0,1,1,9,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1400,1,1400,0.2222222,0.1111111,1.0,16,1,covariance,6,0
2,1,1,0,1,1,9,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1400,1,1400,0.2222222,0.1111111,1.0,16,2,covariance,6,0
2,1,1,0,1,1,9,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1400,1,1400,0.2222222,0.1111111,1.0,16,4,covariance,6,0
2,1,1,0,1,1,11,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2160,1,2160,0.2727273,0.09090909,0.6666667,2,1,deriche,1,1
2,1,1,0,1,1,11,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2160,1,2160,0.2727273,0.09090909,0.6666667,2,2,deriche,1,1
2,1,1,0,1,1,11,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2160,1,2160,0.2727273,0.09090909,0.6666667,2,4,deriche,1,0
2,1,1,0,1,1,11,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2160,1,2160,0.2727273,0.09090909,0.6666667,4,1,deriche,1,0
2,1,1,0,1,1,11,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2160,1,2160,0.2727273,0.09090909,0.6666667,4,2,deriche,1,0
2,1,1,0,1,1,11,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2160,1,2160,0.2727273,0.09090909,0.6666667,4,4,deriche,1,0
2,1,1,0,1,1,11,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2160,1,2160,0.2727273,0.09090909,0.6666667,8,1,deriche,1,0
2,1,1,0,1,1,11,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2160,1,2160,0.2727273,0.09090909,0.6666667,8,2,deriche,1,0
2,1,1,0,1,1,11,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2160,1,2160,0.2727273,0.09090909,0.6666667,8,4,deriche,1,0
2,1,1,0,1,1,11,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2160,1,2160,0.2727273,0.09090909,0.6666667,16,1,deriche,1,0
2,1,1,0,1,1,11,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2160,1,2160,0.2727273,0.09090909,0.6666667,16,2,deriche,1,0
2,1,1,0,1,1,11,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2160,1,2160,0.2727273,0.09090909,0.6666667,16,4,deriche,1,0
2,1,1,0,1,1,11,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2160,1,2160,0.2727273,0.09090909,0.6666667,2,1,deriche,7,0
2,1,1,0,1,1,11,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2160,1,2160,0.2727273,0.09090909,0.6666667,2,2,deriche,7,0
2,1,1,0,1,1,11,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2160,1,2160,0.2727273,0.09090909,0.6666667,2,4,deriche,7,0
2,1,1,0,1,1,11,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2160,1,2160,0.2727273,0.09090909,0.6666667,4,1,deriche,7,0
2,1,1,0,1,1,11,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2160,1,2160,0.2727273,0.09090909,0.6666667,4,2,deriche,7,0
2,1,1,0,1,1,11,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2160,1,2160,0.2727273,0.09090909,0.6666667,4,4,deriche,7,0
2,1,1,0,1,1,11,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2160,1,2160,0.2727273,0.09090909,0.6666667,8,1,deriche,7,0
2,1,1,0,1,1,11,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2160,1,2160,0.2727273,0.09090909,0.6666667,8,2,deriche,7,0
2,1,1,0,1,1,11,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2160,1,2160,0.2727273,0.09090909,0.6666667,8,4,deriche,7,0
2,1,1,0,1,1,11,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2160,1,2160,0.2727273,0.09090909,0.6666667,16,1,deriche,7,0
2,1,1,0,1,1,11,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2160,1,2160,0.2727273,0.09090909,0.6666667,16,2,deriche,7,0
2,1,1,0,1,1,11,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2160,1,2160,0.2727273,0.09090909,0.6666667,16,4,deriche,7,0
2,1,1,0,1,1,7,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1200,1,1200,0.2857143,0.1428571,0.5,2,1,fdtd-2d,1,1
2,1,1,0,1,1,7,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1200,1,1200,0.2857143,0.1428571,0.5,2,2,fdtd-2d,1,0
2,1,1,0,1,1,7,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1200,1,1200,0.2857143,0.1428571,0.5,2,4,fdtd-2d,1,0
2,1,1,0,1,1,7,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1200,1,1200,0.2857143,0.1428571,0.5,4,1,fdtd-2d,1,0
2,1,1,0,1,1,7,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1200,1,1200,0.2857143,0.1428571,0.5,4,2,fdtd-2d,1,0
2,1,1,0,1,1,7,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1200,1,1200,0.2857143,0.1428571,0.5,4,4,fdtd-2d,1,1
2,1,1,0,1,1,7,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1200,1,1200,0.2857143,0.1428571,0.5,8,1,fdtd-2d,1,0
2,1,1,0,1,1,7,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1200,1,1200,0.2857143,0.1428571,0.5,8,2,fdtd-2d,1,0
2,1,1,0,1,1,7,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1200,1,1200,0.2857143,0.1428571,0.5,8,4,fdtd-2d,1,0
2,1,1,0,1,1,7,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1200,1,1200,0.2857143,0.1428571,0.5,16,1,fdtd-2d,1,0
2,1,1,0,1,1,7,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1200,1,1200,0.2857143,0.1428571,0.5,16,2,fdtd-2d,1,1
2,1,1,0,1,1,7,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1200,1,1200,0.2857143,0.1428571,0.5,16,4,fdtd-2d,1,0
3,1,1,0,1,1,13,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1200,1,1200,0.3076923,0.07692308,0.5,2,1,fdtd-2d,3,1
3,1,1,0,1,1,13,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1200,1,1200,0.3076923,0.07692308,0.5,2,2,fdtd-2d,3,1
3,1,1,0,1,1,13,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1200,1,1200,0.3076923,0.07692308,0.5,2,4,fdtd-2d,3,1
3,1,1,0,1,1,13,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1200,1,1200,0.3076923,0.07692308,0.5,4,1,fdtd-2d,3,1
3,1,1,0,1,1,13,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1200,1,1200,0.3076923,0.07692308,0.5,4,2,fdtd-2d,3,1
3,1,1,0,1,1,13,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1200,1,1200,0.3076923,0.07692308,0.5,4,4,fdtd-2d,3,1
3,1,1,0,1,1,13,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1200,1,1200,0.3076923,0.07692308,0.5,8,1,fdtd-2d,3,1
3,1,1,0,1,1,13,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1200,1,1200,0.3076923,0.07692308,0.5,8,2,fdtd-2d,3,1
3,1,1,0,1,1,13,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1200,1,1200,0.3076923,0.07692308,0.5,8,4,fdtd-2d,3,1
3,1,1,0,1,1,13,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1200,1,1200,0.3076923,0.07692308,0.5,16,1,fdtd-2d,3,1
3,1,1,0,1,1,13,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1200,1,1200,0.3076923,0.07692308,0.5,16,2,fdtd-2d,3,1
3,1,1,0,1,1,13,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1200,1,1200,0.3076923,0.07692308,0.5,16,4,fdtd-2d,3,1
3,1,1,0,1,1,13,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1199,1,1199,0.3076923,0.07692308,0.5,2,1,fdtd-2d,5,1
3,1,1,0,1,1,13,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1199,1,1199,0.3076923,0.07692308,0.5,2,2,fdtd-2d,5,1
3,1,1,0,1,1,13,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1199,1,1199,0.3076923,0.07692308,0.5,2,4,fdtd-2d,5,1
3,1,1,0,1,1,13,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1199,1,1199,0.3076923,0.07692308,0.5,4,1,fdtd-2d,5,1
3,1,1,0,1,1,13,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1199,1,1199,0.3076923,0.07692308,0.5,4,2,fdtd-2d,5,1
3,1,1,0,1,1,13,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1199,1,1199,0.3076923,0.07692308,0.5,4,4,fdtd-2d,5,1
3,1,1,0,1,1,13,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1199,1,1199,0.3076923,0.07692308,0.5,8,1,fdtd-2d,5,1
3,1,1,0,1,1,13,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1199,1,1199,0.3076923,0.07692308,0.5,8,2,fdtd-2d,5,1
3,1,1,0,1,1,13,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1199,1,1199,0.3076923,0.07692308,0.5,8,4,fdtd-2d,5,1
3,1,1,0,1,1,13,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1199,1,1199,0.3076923,0.07692308,0.5,16,1,fdtd-2d,5,1
3,1,1,0,1,1,13,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1199,1,1199,0.3076923,0.07692308,0.5,16,2,fdtd-2d,5,1
3,1,1,0,1,1,13,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1199,1,1199,0.3076923,0.07692308,0.5,16,4,fdtd-2d,5,1
3,1,1,0,1,1,19,1,1,5,1,5,0,0,0,1,0,0,0,1,3,0,0,1,1,1,1,1199,1,1199,0.3157895,0.05263158,0.6666667,2,1,fdtd-2d,7,1
3,1,1,0,1,1,19,1,1,5,1,5,0,0,0,1,0,0,0,1,3,0,0,1,1,1,1,1199,1,1199,0.3157895,0.05263158,0.6666667,2,2,fdtd-2d,7,1
3,1,1,0,1,1,19,1,1,5,1,5,0,0,0,1,0,0,0,1,3,0,0,1,1,1,1,1199,1,1199,0.3157895,0.05263158,0.6666667,2,4,fdtd-2d,7,1
3,1,1,0,1,1,19,1,1,5,1,5,0,0,0,1,0,0,0,1,3,0,0,1,1,1,1,1199,1,1199,0.3157895,0.05263158,0.6666667,4,1,fdtd-2d,7,1
3,1,1,0,1,1,19,1,1,5,1,5,0,0,0,1,0,0,0,1,3,0,0,1,1,1,1,1199,1,1199,0.3157895,0.05263158,0.6666667,4,2,fdtd-2d,7,1
3,1,1,0,1,1,19,1,1,5,1,5,0,0,0,1,0,0,0,1,3,0,0,1,1,1,1,1199,1,1199,0.3157895,0.05263158,0.6666667,4,4,fdtd-2d,7,1
3,1,1,0,1,1,19,1,1,5,1,5,0,0,0,1,0,0,0,1,3,0,0,1,1,1,1,1199,1,1199,0.3157895,0.05263158,0.6666667,8,1,fdtd-2d,7,1
3,1,1,0,1,1,19,1,1,5,1,5,0,0,0,1,0,0,0,1,3,0,0,1,1,1,1,1199,1,1199,0.3157895,0.05263158,0.6666667,8,2,fdtd-2d,7,1
3,1,1,0,1,1,19,1,1,5,1,5,0,0,0,1,0,0,0,1,3,0,0,1,1,1,1,1199,1,1199,0.3157895,0.05263158,0.6666667,8,4,fdtd-2d,7,1
3,1,1,0,1,1,19,1,1,5,1,5,0,0,0,1,0,0,0,1,3,0,0,1,1,1,1,1199,1,1199,0.3157895,0.05263158,0.6666667,16,1,fdtd-2d,7,1
3,1,1,0,1,1,19,1,1,5,1,5,0,0,0,1,0,0,0,1,3,0,0,1,1,1,1,1199,1,1199,0.3157895,0.05263158,0.6666667,16,2,fdtd-2d,7,1
3,1,1,0,1,1,19,1,1,5,1,5,0,0,0,1,0,0,0,1,3,0,0,1,1,1,1,1199,1,1199,0.3157895,0.05263158,0.6666667,16,4,fdtd-2d,7,1
2,1,1,0,1,1,8,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1100,1,1100,0.25,0.125,1.0,2,1,gemm,1,0
2,1,1,0,1,1,8,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1100,1,1100,0.25,0.125,1.0,2,2,gemm,1,0
2,1,1,0,1,1,8,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1100,1,1100,0.25,0.125,1.0,2,4,gemm,1,0
2,1,1,0,1,1,8,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1100,1,1100,0.25,0.125,1.0,4,1,gemm,1,0
2,1,1,0,1,1,8,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1100,1,1100,0.25,0.125,1.0,4,2,gemm,1,0
2,1,1,0,1,1,8,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1100,1,1100,0.25,0.125,1.0,4,4,gemm,1,0
2,1,1,0,1,1,8,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1100,1,1100,0.25,0.125,1.0,8,1,gemm,1,0
2,1,1,0,1,1,8,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1100,1,1100,0.25,0.125,1.0,8,2,gemm,1,0
2,1,1,0,1,1,8,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1100,1,1100,0.25,0.125,1.0,8,4,gemm,1,0
2,1,1,0,1,1,8,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1100,1,1100,0.25,0.125,1.0,16,1,gemm,1,0
2,1,1,0,1,1,8,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1100,1,1100,0.25,0.125,1.0,16,2,gemm,1,0
2,1,1,0,1,1,8,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1100,1,1100,0.25,0.125,1.0,16,4,gemm,1,0
3,1,1,0,1,1,12,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1100,1,1100,0.3333333,0.08333333,0.5,2,1,gemm,3,1
3,1,1,0,1,1,12,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1100,1,1100,0.3333333,0.08333333,0.5,2,2,gemm,3,1
3,1,1,0,1,1,12,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1100,1,1100,0.3333333,0.08333333,0.5,2,4,gemm,3,1
3,1,1,0,1,1,12,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1100,1,1100,0.3333333,0.08333333,0.5,4,1,gemm,3,1
3,1,1,0,1,1,12,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1100,1,1100,0.3333333,0.08333333,0.5,4,2,gemm,3,1
3,1,1,0,1,1,12,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1100,1,1100,0.3333333,0.08333333,0.5,4,4,gemm,3,1
3,1,1,0,1,1,12,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1100,1,1100,0.3333333,0.08333333,0.5,8,1,gemm,3,1
3,1,1,0,1,1,12,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1100,1,1100,0.3333333,0.08333333,0.5,8,2,gemm,3,1
3,1,1,0,1,1,12,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1100,1,1100,0.3333333,0.08333333,0.5,8,4,gemm,3,1
3,1,1,0,1,1,12,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1100,1,1100,0.3333333,0.08333333,0.5,16,1,gemm,3,1
3,1,1,0,1,1,12,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1100,1,1100,0.3333333,0.08333333,0.5,16,2,gemm,3,1
3,1,1,0,1,1,12,1,1,3,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1100,1,1100,0.3333333,0.08333333,0.5,16,4,gemm,3,1
3,1,1,0,1,1,21,1,1,5,1,5,0,0,0,1,0,0,0,1,5,0,0,1,1,0,1,1298,1,1298,0.2857143,0.04761905,1.0,2,1,jacobi-2d,2,0
3,1,1,0,1,1,21,1,1,5,1,5,0,0,0,1,0,0,0,1,5,0,0,1,1,0,1,1298,1,1298,0.2857143,0.04761905,1.0,2,2,jacobi-2d,2,1
3,1,1,0,1,1,21,1,1,5,1,5,0,0,0,1,0,0,0,1,5,0,0,1,1,0,1,1298,1,1298,0.2857143,0.04761905,1.0,2,4,jacobi-2d,2,1
3,1,1,0,1,1,21,1,1,5,1,5,0,0,0,1,0,0,0,1,5,0,0,1,1,0,1,1298,1,1298,0.2857143,0.04761905,1.0,4,1,jacobi-2d,2,0
3,1,1,0,1,1,21,1,1,5,1,5,0,0,0,1,0,0,0,1,5,0,0,1,1,0,1,1298,1,1298,0.2857143,0.04761905,1.0,4,2,jacobi-2d,2,1
3,1,1,0,1,1,21,1,1,5,1,5,0,0,0,1,0,0,0,1,5,0,0,1,1,0,1,1298,1,1298,0.2857143,0.04761905,1.0,4,4,jacobi-2d,2,0
3,1,1,0,1,1,21,1,1,5,1,5,0,0,0,1,0,0,0,1,5,0,0,1,1,0,1,1298,1,1298,0.2857143,0.04761905,1.0,8,1,jacobi-2d,2,0
3,1,1,0,1,1,21,1,1,5,1,5,0,0,0,1,0,0,0,1,5,0,0,1,1,0,1,1298,1,1298,0.2857143,0.04761905,1.0,8,2,jacobi-2d,2,0
3,1,1,0,1,1,21,1,1,5,1,5,0,0,0,1,0,0,0,1,5,0,0,1,1,0,1,1298,1,1298,0.2857143,0.04761905,1.0,8,4,jacobi-2d,2,0
3,1,1,0,1,1,21,1,1,5,1,5,0,0,0,1,0,0,0,1,5,0,0,1,1,0,1,1298,1,1298,0.2857143,0.04761905,1.0,16,1,jacobi-2d,2,1
3,1,1,0,1,1,21,1,1,5,1,5,0,0,0,1,0,0,0,1,5,0,0,1,1,0,1,1298,1,1298,0.2857143,0.04761905,1.0,16,2,jacobi-2d,2,0
3,1,1,0,1,1,21,1,1,5,1,5,0,0,0,1,0,0,0,1,5,0,0,1,1,0,1,1298,1,1298,0.2857143,0.04761905,1.0,16,4,jacobi-2d,2,0
3,1,1,0,1,1,21,1,1,5,1,5,0,0,0,1,0,0,0,1,5,0,0,1,1,0,1,1298,1,1298,0.2857143,0.04761905,1.0,2,1,jacobi-2d,4,0
3,1,1,0,1,1,21,1,1,5,1,5,0,0,0,1,0,0,0,1,5,0,0,1,1,0,1,1298,1,1298,0.2857143,0.04761905,1.0,2,2,jacobi-2d,4,1
3,1,1,0,1,1,21,1,1,5,1,5,0,0,0,1,0,0,0,1,5,0,0,1,1,0,1,1298,1,1298,0.2857143,0.04761905,1.0,2,4,jacobi-2d,4,1
3,1,1,0,1,1,21,1,1,5,1,5,0,0,0,1,0,0,0,1,5,0,0,1,1,0,1,1298,1,1298,0.2857143,0.04761905,1.0,4,1,jacobi-2d,4,0
3,1,1,0,1,1,21,1,1,5,1,5,0,0,0,1,0,0,0,1,5,0,0,1,1,0,1,1298,1,1298,0.2857143,0.04761905,1.0,4,2,jacobi-2d,4,1
3,1,1,0,1,1,21,1,1,5,1,5,0,0,0,1,0,0,0,1,5,0,0,1,1,0,1,1298,1,1298,0.2857143,0.04761905,1.0,4,4,jacobi-2d,4,0
3,1,1,0,1,1,21,1,1,5,1,5,0,0,0,1,0,0,0,1,5,0,0,1,1,0,1,1298,1,1298,0.2857143,0.04761905,1.0,8,1,jacobi-2d,4,0
3,1,1,0,1,1,21,1,1,5,1,5,0,0,0,1,0,0,0,1,5,0,0,1,1,0,1,1298,1,1298,0.2857143,0.04761905,1.0,8,2,jacobi-2d,4,0
3,1,1,0,1,1,21,1,1,5,1,5,0,0,0,1,0,0,0,1,5,0,0,1,1,0,1,1298,1,1298,0.2857143,0.04761905,1.0,8,4,jacobi-2d,4,0
3,1,1,0,1,1,21,1,1,5,1,5,0,0,0,1,0,0,0,1,5,0,0,1,1,0,1,1298,1,1298,0.2857143,0.04761905,1.0,16,1,jacobi-2d,4,1
3,1,1,0,1,1,21,1,1,5,1,5,0,0,0,1,0,0,0,1,5,0,0,1,1,0,1,1298,1,1298,0.2857143,0.04761905,1.0,16,2,jacobi-2d,4,0
3,1,1,0,1,1,21,1,1,5,1,5,0,0,0,1,0,0,0,1,5,0,0,1,1,0,1,1298,1,1298,0.2857143,0.04761905,1.0,16,4,jacobi-2d,4,0
